Cod_setor;Situacao_setor;ATEMEIOSALARIO;DEMEIOA1SALARIO;DE1A2SALARIOS;DE2A3SALARIOS;DE3A5SALARIOS;DE5A10SALARIOS;DE10A15SALARIOS;DE15A20SALARIOS;MAISDE20SALARIOS;SEMSALARIO;TOTAL
310620005640005;1;5;117;170;97;109;107;15;10;7;201;905
310620005640006;1;4;96;173;66;74;96;25;16;13;201;834
310620005640007;1;0;12;27;21;60;112;43;31;31;116;515
310620005640008;1;5;127;117;70;64;52;6;4;2;121;614
310620005640009;1;2;93;92;66;61;71;16;11;2;135;599
310620005640010;1;2;82;85;48;60;58;16;14;5;120;529
310620005640011;1;8;112;163;89;116;87;22;7;8;207;882
310620005640012;1;14;120;209;100;89;74;14;8;7;210;923
310620005640013;1;5;169;202;62;52;24;2;3;1;189;806
310620005640014;1;2;94;142;52;79;73;16;6;4;172;717
310620005640015;1;5;101;106;55;55;44;10;3;3;132;568
310620005640016;1;3;53;104;72;108;147;40;40;30;216;874
310620005640017;1;2;27;72;64;107;110;21;18;11;192;654
310620005640018;1;0;30;49;54;88;90;22;19;10;123;521
310620005640019;1;3;27;78;60;112;125;45;28;26;184;725
310620005640020;1;2;28;65;57;120;160;43;47;32;197;835
310620005640021;1;0;11;22;23;42;49;11;16;7;85;292
310620005640022;1;3;81;126;100;113;125;33;25;17;209;886
310620005640023;1;4;95;111;65;82;65;15;9;2;167;661
310620005640024;1;0;88;112;59;58;54;7;13;1;96;527
310620005640025;1;1;65;88;55;77;47;12;11;8;110;512
310620005640026;1;2;111;129;75;63;54;10;8;5;129;629
310620005640027;1;56;144;176;81;55;46;5;5;1;282;936
310620005640028;1;10;246;181;64;38;25;2;1;1;250;921
310620005640029;1;7;179;211;87;73;40;9;7;2;239;927
310620005640030;1;9;127;236;87;96;86;21;7;7;221;976
310620005640031;1;6;148;210;123;95;73;9;4;4;242;990
310620005640032;1;2;21;47;42;79;118;30;29;24;141;570
310620005640033;1;1;54;76;69;124;181;41;38;30;207;877
310620005640034;1;1;18;22;9;8;7;0;2;0;22;98
310620005640035;1;0;65;101;67;80;62;16;12;1;128;567
310620005640036;1;4;82;133;89;84;58;18;13;7;174;702
310620005640037;1;1;57;81;39;43;36;10;1;2;82;374
310620005640038;1;15;231;228;82;56;27;8;2;3;264;1027
310620005640039;1;18;244;229;84;69;35;6;2;4;291;1092
310620005640040;1;2;223;147;53;49;24;3;2;0;256;846
310620005640041;1;2;114;199;117;148;133;32;12;4;212;1082
310620005640042;1;1;41;85;68;89;66;9;1;3;83;484
310620005640043;1;2;40;85;55;79;58;9;13;2;75;451
310620005640044;1;0;37;83;62;121;138;39;49;45;188;822
310620005640045;1;5;54;120;95;116;163;38;32;19;171;865
310620005640046;1;0;33;85;72;132;166;38;42;25;167;807
310620005640047;1;3;29;57;41;79;107;17;20;12;127;530
310620005640048;1;5;29;76;62;103;145;45;62;56;198;853
310620005640049;1;0;25;30;26;51;81;29;25;18;122;451
310620005640050;1;0;53;130;80;109;118;22;20;16;188;783
310620005640051;1;5;65;115;85;72;52;15;4;2;143;606
310620005640052;1;10;107;172;89;117;79;7;7;6;210;896
310620005640053;1;6;115;190;86;98;97;14;12;7;263;987
310620005640054;1;13;137;179;82;102;66;10;9;3;164;830
310620005640055;1;6;156;220;104;89;47;8;2;1;201;913
310620005640056;1;2;76;126;52;51;43;9;7;2;108;541
310620005640057;1;12;192;168;73;52;43;4;0;4;199;808
310620005640058;1;27;130;124;36;17;3;1;0;1;135;534
310620005640059;1;15;217;265;70;36;27;6;0;1;247;988
310620005640060;1;13;189;193;54;46;31;3;1;0;209;825
310620005640061;1;9;194;121;38;26;16;0;1;1;129;601
310620005640062;1;12;113;206;70;54;30;10;6;2;239;833
310620005640063;1;8;162;194;69;49;42;8;4;2;230;857
310620005640064;1;4;45;89;99;131;134;23;11;4;149;788
310620005640065;1;1;45;71;55;89;145;52;27;31;199;799
310620005640066;1;3;53;65;35;72;146;62;46;77;294;951
310620005640067;1;2;33;50;26;56;117;46;64;71;248;794
310620005640068;1;3;62;140;107;117;91;8;4;2;161;732
310620005640069;1;3;31;79;38;110;157;28;19;18;172;703
310620005640070;1;2;39;68;44;88;112;30;28;16;159;633
310620005640071;1;3;43;122;66;106;153;34;28;20;234;872
310620005640072;1;1;32;46;37;65;111;35;41;23;170;604
310620005640073;1;1;51;89;59;97;126;34;20;18;156;690
310620005640074;1;0;56;75;46;120;157;59;82;42;264;1002
310620005640075;1;14;108;175;71;106;121;33;20;18;209;970
310620005640076;1;0;56;91;74;100;135;44;34;8;216;824
310620005640077;1;4;46;59;52;52;74;12;10;7;107;461
310620005640078;1;12;143;219;73;73;56;10;4;3;201;888
310620005640079;1;10;125;168;46;34;14;0;0;0;143;614
310620005640080;1;2;67;51;30;26;18;4;2;0;80;321
310620005640081;1;16;111;127;52;38;21;6;3;3;139;585
310620005640082;1;10;122;202;90;92;53;13;2;4;183;835
310620005640083;1;21;174;151;29;11;6;1;1;0;201;698
310620005640084;1;6;197;227;84;72;26;7;1;2;270;1032
310620005640085;1;17;189;186;63;73;35;6;3;0;267;945
310620005640086;1;2;53;87;75;137;237;52;66;56;299;1213
310620005640087;1;2;61;163;126;222;286;63;78;29;402;1581
310620005640088;1;17;210;249;97;57;59;8;1;2;246;1067
310620005640089;1;2;196;159;95;66;75;12;7;2;273;982
310620005640090;1;0;166;132;64;63;87;14;12;11;263;882
310620005640091;1;5;53;112;75;135;157;53;55;45;278;1065
310620005640092;1;14;115;151;67;89;115;23;13;12;261;957
310620005640093;1;6;62;98;67;116;176;49;57;32;274;1023
310620005640094;1;0;52;113;62;122;171;66;46;55;266;1013
310620005640095;1;0;29;89;73;97;153;44;39;57;200;840
310620005640096;1;2;50;69;59;69;54;3;7;6;98;453
310620005640097;1;7;103;150;101;99;89;30;17;8;184;857
310620005640098;1;3;27;61;25;37;55;8;5;4;198;467
310620005640099;1;4;114;244;70;53;56;7;2;4;166;798
310620005640100;1;4;105;170;83;73;50;4;10;3;185;752
310620005640101;1;16;204;175;59;54;27;3;0;0;144;775
310620005640102;1;13;185;220;71;61;21;2;3;3;202;878
310620005640103;1;4;178;161;60;51;38;2;4;0;160;716
310620005640104;1;13;98;259;23;9;2;0;0;0;264;800
310620005640105;1;21;237;173;22;3;5;0;1;0;261;861
310620005640106;1;6;84;119;38;44;24;4;4;2;137;527
310620005640107;1;2;92;104;56;34;38;3;2;2;112;492
310620005640108;1;15;154;236;81;50;27;7;2;2;218;895
310620005640109;1;3;108;104;42;34;29;3;2;2;138;501
310620005640110;1;13;143;238;70;56;21;4;4;0;194;831
310620005640111;1;19;155;162;55;41;30;5;5;0;169;719
310620005640112;1;3;108;150;61;61;46;2;4;4;190;717
310620005640113;1;11;101;129;58;48;23;7;5;0;175;646
310620005640114;1;5;94;29;20;8;4;3;1;0;40;216
310620005640115;1;7;116;173;63;72;83;10;6;5;232;869
310620005640116;1;18;167;178;105;72;75;8;4;5;272;1033
310620005640117;1;7;178;196;73;58;41;4;1;0;223;874
310620005640118;1;4;54;141;112;119;132;30;16;9;145;876
310620005640119;1;8;198;298;69;37;25;3;4;5;211;936
310620005640120;1;7;254;210;64;39;17;3;1;2;253;941
310620005640121;1;16;193;211;88;56;32;4;2;0;243;936
310620005640122;1;8;127;105;43;33;29;5;2;4;160;565
310620005640123;1;24;147;207;62;69;62;11;7;1;261;963
310620005640124;1;14;141;175;51;42;29;7;6;4;172;719
310620005640125;1;12;91;114;55;77;104;36;23;31;239;878
310620005640126;1;5;71;67;42;30;14;2;0;1;72;332
310620005640127;1;0;42;87;71;60;88;20;10;2;188;643
310620005640128;1;2;40;95;122;146;55;5;5;1;98;610
310620005640129;1;0;40;30;13;15;7;1;1;0;36;164
310620005640130;1;10;101;72;5;3;0;0;0;0;102;356
310620005640131;1;21;203;209;71;52;21;0;0;0;245;949
310620005640132;1;23;119;138;78;97;77;22;14;11;214;895
310620005640133;1;10;230;166;73;67;52;9;5;1;272;996
310620005640134;1;4;56;93;68;94;122;38;13;8;113;668
310620005640135;1;3;101;125;59;70;44;9;5;5;116;594
310620005640136;1;6;113;177;72;81;58;10;3;4;169;772
310620005640137;1;2;80;117;41;33;30;2;1;1;101;439
310620005640138;1;1;77;123;98;131;124;30;12;6;191;851
310620005640139;1;6;41;49;29;23;9;5;4;0;45;223
310620005640140;1;3;53;76;30;34;24;4;2;0;65;315
310620005640141;1;4;53;72;46;60;83;14;11;7;181;590
310620005640143;1;3;277;89;18;11;3;1;2;0;274;791
310620005640145;1;9;141;166;59;51;41;6;7;0;200;743
310620005640146;1;7;109;111;68;48;28;7;6;0;143;572
310620005640147;1;16;178;234;88;66;37;8;2;2;210;933
310620005640148;1;2;36;81;81;123;185;31;34;9;191;903
310620005640149;1;0;76;56;55;83;131;20;19;8;242;797
310620005640150;1;3;49;184;185;267;262;41;15;6;279;1442
310620005640151;1;0;13;11;12;16;18;5;2;3;37;129
310620005640152;1;1;93;111;56;54;53;8;6;0;153;591
310620005640153;1;10;173;232;89;86;56;4;2;0;270;1045
310620005640154;1;0;28;32;11;4;7;0;0;0;43;157
310620005640155;1;9;167;204;92;57;47;5;2;0;205;854
310620005640156;1;8;104;144;72;78;87;20;7;4;119;689
310620005640157;1;3;86;150;72;97;89;21;18;12;158;757
310620005640158;1;2;96;93;51;48;42;10;9;3;107;506
310620005640159;1;7;75;183;107;105;98;12;8;1;153;809
310620005640160;1;23;79;100;28;28;11;2;2;0;80;407
310620005640161;1;13;172;147;52;35;20;5;0;0;175;698
310620005640162;1;12;182;186;59;44;31;0;0;1;223;819
310620005640163;1;6;133;167;65;52;33;3;1;1;186;709
310620005640164;1;3;25;75;75;107;144;37;26;14;167;713
310620005640165;1;1;15;36;47;54;122;17;34;15;119;494
310620005640166;1;0;73;53;44;31;45;10;5;2;91;382
310620005640167;1;0;20;21;15;23;20;9;7;6;44;184
310620005640168;1;4;104;119;64;82;79;12;11;6;143;695
310620005640169;1;1;21;48;12;22;20;4;3;2;79;234
310620005640170;1;0;34;30;22;18;16;1;1;1;42;176
310620005640171;1;1;22;51;34;42;53;11;14;3;204;473
310620005640172;1;1;34;62;51;88;95;27;18;7;108;530
310620005640173;1;5;32;41;24;45;85;16;7;2;136;443
310620005640174;1;0;17;48;28;29;41;13;6;7;61;270
310620005640175;1;0;13;30;19;26;23;8;3;2;39;178
310620005640176;1;0;34;67;42;45;82;30;22;12;126;491
310620005640177;1;0;31;53;44;58;80;32;27;26;153;534
310620005640178;1;18;177;122;12;3;5;0;0;0;254;701
310620005640179;1;7;87;108;72;44;24;2;0;0;89;475
310620005640180;1;1;12;19;5;4;1;0;0;0;24;79
310620005640181;1;2;32;51;27;18;21;3;4;2;41;219
310620005640182;1;1;42;63;6;3;1;0;0;0;46;187
310620005640183;1;5;70;135;79;87;104;16;7;2;195;770
310620005640184;1;14;99;97;48;41;36;8;0;2;154;555
310620005640185;1;0;96;0;0;0;0;0;0;0;2;98
310620005640186;1;3;20;40;42;52;44;10;4;3;71;319
310620005640187;1;2;45;67;53;54;33;5;6;2;65;363
310620005640188;1;0;0;20;5;22;30;12;4;3;30;142
310620005640189;1;2;37;44;22;27;35;5;3;4;77;273
310620005640190;1;3;37;68;37;96;149;70;46;37;171;802
310620005640191;1;0;8;24;11;5;5;0;1;0;45;109
310620005640192;1;1;57;60;49;40;24;4;2;1;46;305
310620005640193;1;1;15;31;11;19;11;0;2;1;24;121
310620005640194;1;0;25;10;12;15;12;4;1;3;20;108
310620005640195;1;1;23;54;31;57;86;11;11;4;123;437
310620005640196;1;4;30;40;34;28;33;4;8;4;74;280
310620005640197;1;11;172;91;23;10;8;1;1;0;125;513
310620005640198;1;1;24;57;45;74;134;32;24;8;124;601
310620005640199;1;0;8;33;20;31;42;16;11;7;61;254
310620005640200;1;2;24;33;17;25;31;15;13;15;77;285
310620005640201;1;1;34;30;14;18;34;11;6;3;35;202
310620005640202;1;0;34;50;23;60;115;29;36;33;176;605
310620005640203;1;6;96;77;31;40;47;11;3;3;167;538
310620005640204;1;1;108;132;25;37;20;5;2;0;111;489
310620005640205;1;2;31;31;10;12;9;1;0;1;40;150
310620005640206;1;4;33;26;4;3;2;1;0;0;49;142
310620005640207;1;2;17;30;17;11;9;1;0;1;40;142
310620005640208;1;1;20;28;19;14;17;0;3;4;46;163
310620005640209;1;7;119;100;38;26;16;1;2;0;99;462
310620005640210;1;2;36;48;31;23;20;1;1;0;40;226
310620005640211;1;0;8;6;0;7;4;1;0;1;11;45
310620005640212;1;1;6;17;4;1;0;1;0;0;7;39
310620005640214;1;9;83;89;42;43;27;7;1;1;96;434
310620005640215;1;6;108;96;32;41;58;11;11;8;115;547
310620005640216;1;0;4;4;3;6;5;0;1;0;8;32
310620005640217;1;3;91;148;75;69;53;7;5;2;116;635
310620005640218;1;3;14;19;18;30;32;19;10;4;65;252
310620005640219;1;24;110;69;15;3;2;0;0;0;147;462
310620005640220;1;1;12;35;27;48;41;14;5;5;67;279
310620005640221;1;3;32;55;36;69;65;23;15;6;113;465
310620005640222;1;48;173;193;51;29;14;3;0;0;164;777
310620005640223;1;11;98;160;35;16;7;0;1;0;124;520
310620005640224;1;3;34;42;35;66;125;15;26;14;119;568
310620005640226;1;0;2;4;6;3;2;3;0;0;18;40
310620005640227;1;1;47;48;28;36;31;1;1;2;88;316
310620005640228;1;27;292;178;31;15;0;0;0;0;269;971
310620005640229;1;15;191;155;42;26;9;0;0;0;189;728
310620005640230;1;1;33;33;11;7;6;0;0;0;41;147
310620005640231;1;1;7;11;11;9;10;1;0;1;17;73
310620005650001;1;2;63;110;57;63;57;9;3;0;95;496
310620005650002;1;7;94;181;68;56;50;9;6;2;126;650
310620005650003;1;9;117;138;94;99;85;11;6;6;159;775
310620005650004;1;7;127;146;71;83;86;12;15;7;193;808
310620005650005;1;2;78;90;57;79;99;17;15;6;168;673
310620005650006;1;4;52;96;56;82;105;28;10;13;141;650
310620005650007;1;1;48;70;53;45;50;9;7;1;98;411
310620005650008;1;5;72;89;61;63;62;20;8;3;96;504
310620005650009;1;18;106;167;76;75;63;9;11;5;152;732
310620005650010;1;5;121;160;83;66;63;7;5;5;200;803
310620005650011;1;1;56;88;48;67;56;9;3;6;135;507
310620005650012;1;5;55;129;53;61;33;4;9;0;156;555
310620005650013;1;2;52;119;81;85;54;9;2;1;120;577
310620005650014;1;4;67;104;61;74;100;22;18;10;142;675
310620005650015;1;6;85;124;85;90;151;43;49;33;282;1022
310620005650016;1;11;122;171;85;122;128;36;17;15;220;1009
310620005650017;1;4;64;71;58;64;64;16;4;3;107;502
310620005650018;1;1;69;72;30;26;44;8;6;4;130;433
310620005650019;1;7;93;59;36;35;35;8;5;2;88;397
310620005650020;1;6;71;112;79;65;48;10;8;3;112;552
310620005650021;1;3;90;191;90;138;128;22;8;8;204;960
310620005650022;1;10;102;141;65;100;75;18;16;4;163;758
310620005650023;1;2;47;85;50;49;74;20;15;7;114;509
310620005650024;1;6;63;130;85;100;106;12;10;7;152;730
310620005650025;1;4;81;156;90;117;127;22;15;6;201;875
310620005650026;1;1;52;3;1;1;0;0;0;0;1;59
310620005650027;1;6;83;136;102;135;113;23;9;3;235;936
310620005650028;1;2;58;110;61;89;102;26;15;13;169;693
310620005650029;1;2;44;66;50;85;91;28;33;22;185;666
310620005650030;1;3;74;83;48;61;35;11;3;3;158;515
310620005650031;1;5;108;130;63;65;58;12;6;3;171;666
310620005650032;1;4;151;186;91;73;58;7;4;2;170;800
310620005650033;1;6;110;129;64;59;64;12;4;5;143;632
310620005650034;1;6;146;103;19;11;4;0;0;0;105;449
310620005650035;1;14;183;140;30;24;4;1;0;0;266;756
310620005650036;1;5;214;213;81;62;58;8;5;3;385;1148
310620005650037;1;0;0;0;0;0;0;0;0;0;0;17
310620005650038;1;3;43;63;46;39;40;3;3;4;78;349
310620005650039;1;4;59;81;54;47;47;6;2;1;142;479
310620005650040;1;14;92;129;60;65;40;7;2;2;130;569
310620005650041;1;8;165;213;81;62;27;7;3;2;193;838
310620005650042;1;14;254;222;83;50;42;1;1;1;288;1053
310620005650043;1;7;182;198;37;16;17;3;2;1;199;734
310620005650044;1;9;167;218;83;91;60;7;4;3;197;931
310620005650045;1;5;92;109;61;50;41;7;1;1;175;590
310620005650046;1;7;176;192;79;42;26;4;1;1;195;801
310620005650047;1;15;133;136;48;22;15;2;2;1;153;597
310620005650048;1;13;175;220;56;28;7;1;0;0;276;872
310620005650049;1;24;269;257;69;43;17;2;0;1;239;1065
310620005650050;1;19;214;186;73;40;14;4;3;1;247;887
310620005650051;1;7;178;173;28;24;11;0;1;0;164;664
310620005650052;1;30;243;251;64;28;25;4;1;2;293;1049
310620005650053;1;2;69;177;56;42;18;5;1;4;125;564
310620005650054;1;3;98;144;45;32;28;5;2;0;106;490
310620005650055;1;10;113;176;87;61;42;9;5;1;178;745
310620005650056;1;8;154;165;60;54;55;5;1;1;181;773
310620005650057;1;6;80;90;45;54;67;14;5;0;145;605
310620005650058;1;3;44;70;73;95;84;15;15;5;122;563
310620005650059;1;3;27;85;52;97;109;23;17;11;163;632
310620005650060;1;4;180;151;66;65;56;7;3;2;242;847
310620005650061;1;4;82;108;54;97;79;19;18;11;185;701
310620005650062;1;4;28;57;42;50;39;12;10;4;78;345
310620005650063;1;3;77;138;70;101;107;28;21;10;203;802
310620005650064;1;1;34;71;58;70;91;15;13;5;117;509
310620005650065;1;6;92;129;102;117;130;26;16;8;208;897
310620005650066;1;9;124;125;78;64;86;17;22;13;149;751
310620005650067;1;8;64;120;64;56;54;13;14;5;171;617
310620005650068;1;2;89;112;65;62;57;12;6;5;111;555
310620005650069;1;4;113;118;71;112;109;26;18;13;192;853
310620005650070;1;7;123;136;67;93;104;19;25;10;172;824
310620005650071;1;0;12;49;18;40;80;27;33;33;113;476
310620005650072;1;3;72;94;64;62;62;7;12;1;152;559
310620005650073;1;5;128;169;87;70;80;9;5;1;197;823
310620005650074;1;1;80;110;56;59;36;8;4;4;119;512
310620005650075;1;11;200;166;78;82;61;14;5;4;188;855
310620005650076;1;5;96;107;41;43;29;7;5;5;109;499
310620005650077;1;3;39;80;51;43;47;6;3;1;80;374
310620005650078;1;2;76;90;59;49;67;8;2;2;134;529
310620005650079;1;2;76;122;58;51;38;11;3;2;105;512
310620005650080;1;11;116;153;89;94;85;24;14;7;198;866
310620005650081;1;2;37;28;19;13;25;0;1;1;38;184
310620005650082;1;3;58;78;37;48;60;14;17;8;144;508
310620005650083;1;1;44;86;59;80;102;25;24;22;173;657
310620005650084;1;0;38;73;55;79;129;44;29;21;248;774
310620005650085;1;3;56;59;67;100;159;61;37;30;309;940
310620005650086;1;5;56;130;73;117;119;34;31;18;190;806
310620005650087;1;0;44;71;50;60;66;15;23;10;205;612
310620005650088;1;0;28;62;53;69;86;24;20;8;153;527
310620005650089;1;3;58;76;71;83;80;9;11;6;128;570
310620005650090;1;6;93;85;47;45;38;7;2;2;122;495
310620005650091;1;7;87;107;63;52;62;7;6;3;130;585
310620005650092;1;5;102;113;58;63;45;3;3;4;156;600
310620005650093;1;3;108;65;10;7;0;0;0;0;83;320
310620005650094;1;7;43;53;14;17;11;1;2;2;66;246
310620005650095;1;6;136;204;74;64;47;6;4;3;172;783
310620005650096;1;5;182;167;85;97;80;17;5;8;262;998
310620005650097;1;11;142;176;86;81;62;7;3;4;240;906
310620005650098;1;9;135;111;53;44;46;5;6;4;202;677
310620005650099;1;11;205;130;16;9;10;3;3;0;175;638
310620005650100;1;13;212;191;67;35;40;5;6;2;310;1011
310620005650101;1;11;115;112;38;22;13;2;2;0;140;521
310620005650102;1;0;25;45;12;10;6;0;2;0;38;155
310620005650103;1;1;45;129;67;101;110;14;15;2;195;741
310620005650104;1;6;82;114;78;67;44;8;6;4;139;602
310620005650105;1;5;103;129;66;72;44;3;3;3;193;680
310620005650106;1;6;145;193;84;42;49;5;1;0;248;879
310620005650107;1;14;89;139;46;26;20;1;0;1;288;692
310620005650108;1;7;155;147;57;52;26;2;1;0;240;768
310620005650109;1;2;94;185;68;43;31;6;2;1;210;711
310620005650110;1;7;196;235;102;74;69;11;2;1;292;1098
310620005650111;1;0;63;102;70;83;115;28;14;9;299;871
310620005650112;1;14;209;239;94;67;45;8;3;1;220;968
310620005650113;1;6;206;278;97;59;40;2;4;1;253;1047
310620005650114;1;33;255;279;31;29;13;1;0;0;272;1088
310620005650115;1;10;183;228;105;79;40;3;2;1;288;1041
310620005650116;1;3;102;105;48;32;15;1;1;0;100;436
310620005650117;1;7;177;176;61;44;22;4;1;3;227;801
310620005650118;1;24;231;190;34;16;6;0;0;0;276;919
310620005650119;1;9;245;184;30;11;4;0;2;0;370;995
310620005650120;1;9;180;162;56;29;20;3;2;1;241;820
310620005650121;1;13;165;187;72;46;19;7;2;1;218;806
310620005650122;1;75;261;280;99;72;46;13;4;1;247;1239
310620005650123;1;12;183;156;79;38;26;0;1;0;208;801
310620005650124;1;13;73;130;46;24;18;0;1;1;99;448
310620005650125;1;3;102;109;50;29;18;1;4;0;110;478
310620005650126;1;13;130;127;34;40;12;4;0;1;156;589
310620005650127;1;7;142;148;37;43;11;1;1;0;192;648
310620005650128;1;13;169;199;84;56;28;3;3;1;237;871
310620005650129;1;18;160;224;116;88;41;8;8;0;281;1054
310620005650130;1;4;149;185;73;49;32;7;2;1;204;795
310620005650131;1;16;135;73;26;13;6;1;2;0;134;480
310620005650132;1;22;129;92;11;10;2;1;0;0;118;468
310620005650133;1;6;134;110;73;84;82;6;3;1;162;766
310620005650134;1;6;92;134;100;104;100;17;4;2;181;836
310620005650135;1;9;52;241;114;126;120;17;16;6;245;1061
310620005650136;1;7;101;133;88;54;65;14;10;9;150;677
310620005650137;1;1;138;191;95;100;95;20;11;9;223;959
310620005650138;1;1;93;88;25;41;21;2;1;0;72;372
310620005650139;1;7;132;239;114;93;55;12;8;2;188;947
310620005650141;1;6;184;229;64;34;16;0;0;0;173;801
310620005650142;1;8;143;160;50;32;12;1;2;1;173;646
310620005650143;1;10;189;209;65;70;36;8;2;1;249;949
310620005650144;1;13;193;243;99;73;41;4;1;0;248;1028
310620005650145;1;14;178;220;67;36;40;4;2;3;204;856
310620005650146;1;4;189;214;86;62;36;9;4;0;274;985
310620005650147;1;14;203;227;77;48;20;2;1;1;222;935
310620005650148;1;27;185;192;61;41;25;4;0;3;166;792
310620005650149;1;4;81;103;34;28;9;0;1;2;134;459
310620005650150;1;9;213;179;69;55;34;4;2;0;208;858
310620005650151;1;9;72;81;33;31;22;2;0;4;74;378
310620005650152;1;5;215;158;52;48;29;1;0;1;210;811
310620005650153;1;13;177;193;79;71;56;14;11;4;206;942
310620005650154;1;7;154;215;99;106;87;11;4;6;234;1011
310620005650155;1;8;191;142;77;50;25;7;1;2;172;738
310620005650156;1;6;69;66;30;20;24;3;2;4;50;300
310620005650157;1;2;50;103;54;85;84;12;14;7;156;606
310620005650158;1;7;82;145;89;65;66;18;9;6;150;667
310620005650159;1;0;82;111;65;51;62;9;4;2;140;552
310620005650160;1;13;115;145;89;99;66;10;13;3;167;767
310620005650161;1;6;113;140;72;87;64;12;4;5;159;717
310620005650162;1;0;34;68;26;48;28;7;3;1;54;294
310620005650163;1;3;80;71;31;41;39;7;8;3;96;407
310620005650164;1;5;79;120;74;94;107;24;23;7;167;751
310620005650165;1;3;34;52;29;37;41;9;5;3;72;306
310620005650166;1;2;64;92;63;85;100;20;27;17;182;704
310620005650167;1;8;60;80;62;96;103;21;20;17;161;695
310620005650168;1;45;176;81;13;9;6;1;0;0;191;602
310620005650169;1;1;39;44;44;84;106;34;15;9;179;590
310620005650170;1;1;36;74;64;91;103;31;18;15;165;627
310620005650171;1;0;0;0;0;0;0;0;0;0;0;14
310620005650172;1;4;28;55;45;64;83;25;22;10;113;472
310620005650173;1;1;35;73;62;93;103;30;22;20;162;623
310620005650174;1;0;59;103;57;96;109;28;25;14;192;737
310620005650175;1;1;37;41;27;38;57;8;6;6;155;403
310620005650176;1;0;8;3;8;0;0;0;0;0;5;27
310620005650177;1;9;81;97;31;40;26;5;3;0;229;587
310620005650178;1;2;74;150;90;108;109;9;10;3;231;856
310620005650179;1;6;86;139;73;70;58;13;4;3;171;686
310620005650180;1;8;58;106;72;73;64;2;4;4;117;581
310620005650181;1;0;18;36;11;12;8;1;0;0;24;120
310620005650182;1;6;68;91;46;49;22;10;5;3;107;442
310620005650183;1;4;160;154;76;79;62;11;4;2;186;810
310620005650184;1;16;151;209;119;164;136;20;5;2;306;1269
310620005650185;1;0;11;25;4;3;1;0;0;1;36;101
310620005650186;1;3;129;169;72;42;29;4;3;0;156;668
310620005650187;1;8;135;127;64;38;17;0;1;0;152;599
310620005650188;1;9;80;101;50;52;27;5;1;0;104;498
310620005650189;1;0;80;112;48;47;39;4;3;0;113;497
310620005650190;1;1;149;177;72;56;28;3;0;0;169;736
310620005650191;1;5;79;182;121;180;160;25;16;8;370;1298
310620005650192;1;3;166;230;77;48;21;5;2;0;199;860
310620005650193;1;11;134;130;78;46;34;4;3;2;145;666
310620005650194;1;8;77;158;93;136;105;14;6;2;252;974
310620005650195;1;5;34;158;95;88;45;3;2;0;179;686
310620005650196;1;2;100;150;55;40;32;1;3;1;170;607
310620005650197;1;6;102;205;95;81;47;1;2;2;171;788
310620005650198;1;4;37;78;49;91;70;14;7;1;90;509
310620005650199;1;0;91;163;123;144;78;11;6;2;163;906
310620005650200;1;8;202;249;52;55;27;5;1;1;270;974
310620005650201;1;20;256;263;67;71;24;3;0;3;368;1239
310620005650202;1;33;151;140;69;60;43;3;0;0;206;845
310620005650203;1;5;169;202;90;82;71;14;3;3;308;1053
310620005650204;1;8;185;238;89;52;34;8;5;3;257;997
310620005650205;1;5;84;130;93;83;71;9;6;4;202;765
310620005650206;1;6;138;183;83;82;38;8;0;1;200;838
310620005650207;1;8;103;158;108;122;104;18;5;5;224;925
310620005650208;1;7;240;279;82;53;27;4;1;1;339;1154
310620005650209;1;7;130;190;110;110;51;5;2;1;224;915
310620005650210;1;8;133;211;88;69;31;0;2;0;188;822
310620005650211;1;13;113;67;6;2;0;0;0;0;130;416
310620005650212;1;45;203;142;21;3;0;0;0;0;208;737
310620005650213;1;19;137;94;11;5;1;0;0;0;120;490
310620005650214;1;57;250;210;33;12;2;0;0;0;261;992
310620005650215;1;16;124;96;14;2;3;0;0;0;123;465
310620005650216;1;10;124;194;69;65;34;3;1;0;156;736
310620005650217;1;4;66;161;70;80;44;5;2;3;126;654
310620005650218;1;12;109;93;33;16;5;4;1;0;114;437
310620005650219;1;17;164;176;43;26;14;1;2;0;226;773
310620005650220;1;11;189;153;53;30;18;0;1;0;220;788
310620005650221;1;8;162;169;42;26;20;0;1;0;247;767
310620005650222;1;11;195;140;38;16;2;0;0;0;180;662
310620005650223;1;1;81;40;4;1;1;0;0;0;63;219
310620005650224;1;24;177;81;11;1;0;0;0;0;147;520
310620005650225;1;12;100;137;32;21;9;1;0;0;155;553
310620005650226;1;15;112;77;8;9;1;0;0;0;153;458
310620005650227;1;12;229;193;43;26;14;1;0;0;242;862
310620005650228;1;13;272;250;64;49;21;2;1;0;331;1129
310620005650229;1;54;219;276;71;41;20;2;1;0;215;1016
310620005650230;1;93;356;360;80;36;19;4;1;2;277;1449
310620005650231;1;10;174;204;63;28;17;6;0;0;229;839
310620005650232;1;12;182;270;102;69;43;2;1;1;413;1241
310620005650233;1;9;183;214;59;36;21;2;0;0;247;887
310620005650234;1;2;114;105;46;29;9;3;0;0;135;506
310620005650235;1;16;188;149;42;23;13;0;0;0;190;708
310620005650236;1;14;172;190;47;35;17;2;0;0;209;768
310620005650237;1;15;131;204;68;60;34;4;4;0;226;857
310620005650238;1;30;277;307;117;86;46;7;2;2;323;1377
